"HPI for states (All-Transactions Index)
Experimental Indexes Showing Cumulative (Nominal) Annual Appreciation",,,,,,,,
,,,,,,,,
"* These annual state indexes should be considered developmental. As with the standard FHFA HPIs, revisions to these indexes may reflect the impact of new data or technical adjustments. Indexes are calibrated using appraisal values and sales prices for mortgages bought or guaranteed by Fannie Mae and Freddie Mac. In cases where sample sizes are small for the state, an index is either not reported if recording has not started or a missing value is reported with a period ("".""). Index values always reflect only that native state, i.e. they are not made with data from another area or year. Three HPI values are provided and, since the indexes reflect cumulative appreciation since a certain period, the values reflect the base year being used (annual appreciations are the same). Column A is the state name, Column B is the state abbreviation, Column C is the state FIPS code, Column D is the year, Column E is the annual change, Column F is the index value with a base of 100 when first recorded, Column G is the index value with a base of 100 in 1990, and Column H is the index value with a base of 100 in 2000. If a state HPI has a missing value in Column F in 1990 or 2000 then the state HPI will have blank values in Column G or H, respectively.",,,,,,,,
"** For tracking and feedback purposes, please cite one of the associated papers. Three FHFA working papers (WP 16-01, WP 16-02, and WP 16-04) discuss different aspects of the data and each have been published by journals. A suggested citation is: Bogin, Alexander N., Doerner, William M. and Larson, William D. (2019). ""Local House Price Dynamics: New Indices and Stylized Facts"". Real Estate Economics, volume 47, issue 2, pages 365-398. The initial FHFA WP 16-01 is accessible at http://www.fhfa.gov/papers/wp1601.aspx.",,,,,,,,
"Last updated: March 24, 2022.",,,,,,,,
Not Seasonally Adjusted (NSA) ,,,,,,,,
State,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base,
Texas,TX,48,1978,13.85,138.37,69.26,51.20,
Texas,TX,48,1979,16.04,160.57,80.37,59.42,
Texas,TX,48,1980,11.24,178.62,89.41,66.10,
Texas,TX,48,1981,8.05,193.01,96.61,71.42,
Texas,TX,48,1982,7.87,208.20,104.21,77.04,
Texas,TX,48,1983,4.29,217.12,108.68,80.34,
Texas,TX,48,1984,1.46,220.29,110.26,81.51,
Texas,TX,48,1985,-0.54,219.09,109.67,81.07,
Texas,TX,48,1986,0.86,220.97,110.61,81.77,
Texas,TX,48,1987,-5.82,208.11,104.17,77.01,
Texas,TX,48,1988,-6.17,195.26,97.74,72.26,
Texas,TX,48,1989,0.94,197.10,98.66,72.93,
Texas,TX,48,1990,1.36,199.78,100.00,73.93,
Texas,TX,48,1991,2.01,203.80,102.01,75.41,
Texas,TX,48,1992,2.89,209.69,104.96,77.59,
Texas,TX,48,1993,2.20,214.31,107.27,79.30,
Texas,TX,48,1994,1.98,218.55,109.39,80.87,
Texas,TX,48,1995,1.55,221.94,111.09,82.13,
Texas,TX,48,1996,2.28,227.00,113.62,84.00,
Texas,TX,48,1997,2.12,231.80,116.03,85.78,
Texas,TX,48,1998,4.20,241.53,120.90,89.38,
Texas,TX,48,1999,4.75,253.01,126.64,93.62,
Texas,TX,48,2000,6.81,270.24,135.27,100.00,
Texas,TX,48,2001,5.77,285.83,143.07,105.77,
Texas,TX,48,2002,3.07,294.59,147.46,109.01,
Texas,TX,48,2003,1.99,300.46,150.40,111.18,
Texas,TX,48,2004,2.17,306.97,153.66,113.59,
Texas,TX,48,2005,4.37,320.40,160.38,118.56,
Texas,TX,48,2006,5.72,338.72,169.55,125.34,
Texas,TX,48,2007,4.69,354.60,177.50,131.22,
Texas,TX,48,2008,1.39,359.52,179.96,133.04,
Texas,TX,48,2009,-0.42,358.00,179.20,132.48,
Texas,TX,48,2010,-1.41,352.97,176.68,130.61,
Texas,TX,48,2011,-1.35,348.20,174.29,128.85,
Texas,TX,48,2012,0.88,351.26,175.83,129.98,
Texas,TX,48,2013,4.11,365.69,183.05,135.32,
Texas,TX,48,2014,7.54,393.28,196.86,145.53,
Texas,TX,48,2015,6.64,419.39,209.93,155.19,
Texas,TX,48,2016,6.90,448.32,224.41,165.90,
Texas,TX,48,2017,6.99,479.66,240.09,177.49,
Texas,TX,48,2018,5.92,508.04,254.30,188.00,
Texas,TX,48,2019,4.48,530.81,265.70,196.42,
Texas,TX,48,2020,2.91,546.27,273.44,202.14,
Texas,TX,48,2021,12.13,612.54,306.61,226.67,
Utah,UT,49,1975,.,100.00,47.45,24.71,
Utah,UT,49,1976,11.39,111.39,52.85,27.52,
Utah,UT,49,1977,14.27,127.29,60.40,31.45,
Utah,UT,49,1978,17.37,149.40,70.89,36.91,
Utah,UT,49,1979,14.99,171.80,81.52,42.45,
Utah,UT,49,1980,4.73,179.94,85.38,44.46,
Utah,UT,49,1981,8.41,195.06,92.55,48.20,
Utah,UT,49,1982,3.24,201.37,95.55,49.76,
Utah,UT,49,1983,0.55,202.48,96.07,50.03,
Utah,UT,49,1984,0.24,202.97,96.30,50.15,
Utah,UT,49,1985,2.24,207.51,98.46,51.27,
Utah,UT,49,1986,1.02,209.63,99.47,51.80,
Utah,UT,49,1987,-1.76,205.93,97.71,50.88,
Utah,UT,49,1988,-3.01,199.74,94.77,49.35,
Utah,UT,49,1989,2.18,204.08,96.84,50.43,
Utah,UT,49,1990,3.27,210.75,100.00,52.07,
Utah,UT,49,1991,5.42,222.19,105.42,54.90,
Utah,UT,49,1992,5.03,233.35,110.72,57.66,
Utah,UT,49,1993,10.74,258.42,122.62,63.85,
Utah,UT,49,1994,13.22,292.59,138.83,72.29,
Utah,UT,49,1995,13.85,333.12,158.06,82.31,
Utah,UT,49,1996,6.84,355.91,168.88,87.94,
Utah,UT,49,1997,6.51,379.08,179.87,93.66,
Utah,UT,49,1998,3.70,393.10,186.52,97.13,
Utah,UT,49,1999,1.36,398.46,189.06,98.45,
Utah,UT,49,2000,1.57,404.73,192.04,100.00,
Utah,UT,49,2001,3.33,418.21,198.43,103.33,
Utah,UT,49,2002,0.81,421.61,200.05,104.17,
Utah,UT,49,2003,0.37,423.19,200.80,104.56,
Utah,UT,49,2004,2.72,434.70,206.26,107.41,
Utah,UT,49,2005,9.74,477.02,226.34,117.86,
Utah,UT,49,2006,15.65,551.66,261.75,136.30,
Utah,UT,49,2007,11.55,615.39,291.99,152.05,
Utah,UT,49,2008,-0.57,611.89,290.33,151.19,
Utah,UT,49,2009,-8.54,559.62,265.53,138.27,
Utah,UT,49,2010,-7.47,517.82,245.70,127.94,
Utah,UT,49,2011,-5.40,489.86,232.43,121.03,
Utah,UT,49,2012,0.89,494.20,234.49,122.11,
Utah,UT,49,2013,6.47,526.18,249.66,130.01,
Utah,UT,49,2014,6.81,562.01,266.67,138.86,
Utah,UT,49,2015,4.70,588.43,279.20,145.39,
Utah,UT,49,2016,7.46,632.34,300.04,156.24,
Utah,UT,49,2017,8.77,687.83,326.36,169.95,
Utah,UT,49,2018,8.95,749.38,355.57,185.16,
Utah,UT,49,2019,7.38,804.67,381.80,198.82,
Utah,UT,49,2020,5.27,847.05,401.91,209.29,
Utah,UT,49,2021,18.21,1001.31,475.11,247.40,
Vermont,VT,50,1975,.,100.00,33.98,29.23,
Vermont,VT,50,1976,4.69,104.69,35.57,30.60,
Vermont,VT,50,1977,6.44,111.42,37.86,32.57,
Vermont,VT,50,1978,15.81,129.04,43.85,37.72,
Vermont,VT,50,1979,3.29,133.29,45.29,38.96,
Vermont,VT,50,1980,11.56,148.69,50.53,43.46,
Vermont,VT,50,1981,3.74,154.26,52.42,45.09,
Vermont,VT,50,1982,1.74,156.94,53.33,45.87,
Vermont,VT,50,1983,3.94,163.13,55.43,47.68,
Vermont,VT,50,1984,9.28,178.26,60.58,52.10,
Vermont,VT,50,1985,7.23,191.14,64.95,55.87,
Vermont,VT,50,1986,8.65,207.67,70.57,60.70,
Vermont,VT,50,1987,12.17,232.93,79.15,68.08,
Vermont,VT,50,1988,15.69,269.47,91.57,78.76,
Vermont,VT,50,1989,8.25,291.70,99.12,85.26,
Vermont,VT,50,1990,0.88,294.28,100.00,86.02,
Vermont,VT,50,1991,-1.82,288.93,98.18,84.45,
Vermont,VT,50,1992,-0.08,288.71,98.11,84.39,
Vermont,VT,50,1993,0.17,289.21,98.28,84.53,
Vermont,VT,50,1994,0.27,289.98,98.54,84.76,
Vermont,VT,50,1995,0.79,292.27,99.32,85.43,
Vermont,VT,50,1996,0.98,295.13,100.29,86.26,
Vermont,VT,50,1997,0.76,297.37,101.05,86.92,
Vermont,VT,50,1998,1.91,303.03,102.97,88.57,
Vermont,VT,50,1999,4.02,315.21,107.11,92.13,
Vermont,VT,50,2000,8.54,342.13,116.26,100.00,
Vermont,VT,50,2001,6.48,364.31,123.80,106.48,
Vermont,VT,50,2002,5.97,386.05,131.18,112.84,
Vermont,VT,50,2003,5.25,406.33,138.08,118.77,
Vermont,VT,50,2004,12.59,457.50,155.46,133.72,
Vermont,VT,50,2005,13.85,520.88,177.00,152.25,
Vermont,VT,50,2006,7.80,561.50,190.80,164.12,
Vermont,VT,50,2007,2.12,573.43,194.86,167.61,
Vermont,VT,50,2008,-0.13,572.67,194.60,167.38,
Vermont,VT,50,2009,-3.10,554.91,188.56,162.19,
Vermont,VT,50,2010,-1.80,544.90,185.16,159.27,
Vermont,VT,50,2011,-1.07,539.08,183.19,157.57,
Vermont,VT,50,2012,-0.63,535.67,182.03,156.57,
Vermont,VT,50,2013,-0.35,533.80,181.39,156.02,
Vermont,VT,50,2014,0.32,535.50,181.97,156.52,
Vermont,VT,50,2015,1.54,543.76,184.77,158.93,
Vermont,VT,50,2016,1.12,549.85,186.85,160.72,
Vermont,VT,50,2017,2.52,563.71,191.56,164.77,
Vermont,VT,50,2018,3.31,582.39,197.90,170.23,
Vermont,VT,50,2019,3.57,603.20,204.98,176.31,
Vermont,VT,50,2020,3.50,624.31,212.15,182.48,
Vermont,VT,50,2021,11.99,699.17,237.58,204.36,
Virginia,VA,51,1975,.,100.00,36.53,29.60,
Virginia,VA,51,1976,3.52,103.52,37.82,30.64,
Virginia,VA,51,1977,8.39,112.20,40.99,33.21,
Virginia,VA,51,1978,11.39,124.98,45.66,36.99,
Virginia,VA,51,1979,9.59,136.96,50.04,40.54,
Virginia,VA,51,1980,11.01,152.04,55.55,45.01,
Virginia,VA,51,1981,4.77,159.29,58.20,47.15,
Virginia,VA,51,1982,0.69,160.39,58.60,47.48,
Virginia,VA,51,1983,9.89,176.26,64.39,52.17,
Virginia,VA,51,1984,4.64,184.43,67.38,54.59,
Virginia,VA,51,1985,5.24,194.10,70.91,57.45,
Virginia,VA,51,1986,4.72,203.26,74.26,60.16,
Virginia,VA,51,1987,8.22,219.96,80.36,65.11,
Virginia,VA,51,1988,13.96,250.66,91.58,74.20,
Virginia,VA,51,1989,8.14,271.06,99.03,80.23,
Virginia,VA,51,1990,0.98,273.71,100.00,81.02,
Virginia,VA,51,1991,-0.49,272.37,99.51,80.62,
Virginia,VA,51,1992,0.94,274.93,100.44,81.38,
Virginia,VA,51,1993,0.23,275.57,100.68,81.57,
Virginia,VA,51,1994,0.77,277.70,101.45,82.20,
Virginia,VA,51,1995,1.45,281.73,102.93,83.39,
Virginia,VA,51,1996,1.80,286.79,104.78,84.89,
Virginia,VA,51,1997,2.05,292.68,106.93,86.63,
Virginia,VA,51,1998,2.12,298.90,109.20,88.47,
Virginia,VA,51,1999,4.43,312.14,114.04,92.39,
Virginia,VA,51,2000,8.23,337.84,123.43,100.00,
Virginia,VA,51,2001,8.04,364.99,133.35,108.04,
Virginia,VA,51,2002,7.71,393.12,143.62,116.36,
Virginia,VA,51,2003,5.65,415.34,151.74,122.94,
Virginia,VA,51,2004,13.60,471.81,172.37,139.66,
Virginia,VA,51,2005,18.95,561.23,205.04,166.13,
Virginia,VA,51,2006,10.37,619.44,226.31,183.36,
Virginia,VA,51,2007,1.94,631.45,230.70,186.91,
Virginia,VA,51,2008,-4.54,602.76,220.22,178.42,
Virginia,VA,51,2009,-6.57,563.16,205.75,166.70,
Virginia,VA,51,2010,-4.26,539.16,196.98,159.59,
Virginia,VA,51,2011,-2.85,523.79,191.37,155.04,
Virginia,VA,51,2012,-1.16,517.73,189.15,153.25,
Virginia,VA,51,2013,1.30,524.49,191.62,155.25,
Virginia,VA,51,2014,3.08,540.64,197.52,160.03,
Virginia,VA,51,2015,2.43,553.77,202.32,163.92,
Virginia,VA,51,2016,2.29,566.44,206.95,167.67,
Virginia,VA,51,2017,3.19,584.49,213.54,173.01,
Virginia,VA,51,2018,3.67,605.92,221.37,179.35,
Virginia,VA,51,2019,3.83,629.12,229.84,186.22,
Virginia,VA,51,2020,3.27,649.68,237.36,192.31,
Virginia,VA,51,2021,9.44,710.99,259.76,210.45,
Washington,WA,53,1975,.,100.00,30.44,19.76,
Washington,WA,53,1976,11.72,111.72,34.00,22.07,
Washington,WA,53,1977,15.98,129.58,39.44,25.60,
Washington,WA,53,1978,20.89,156.65,47.68,30.95,
Washington,WA,53,1979,14.99,180.13,54.82,35.59,
Washington,WA,53,1980,9.51,197.27,60.04,38.98,
Washington,WA,53,1981,3.58,204.33,62.19,40.37,
Washington,WA,53,1982,-9.20,185.53,56.47,36.66,
Washington,WA,53,1983,10.96,205.86,62.65,40.67,
Washington,WA,53,1984,2.89,211.80,64.46,41.85,
Washington,WA,53,1985,2.05,216.14,65.78,42.71,
Washington,WA,53,1986,2.17,220.84,67.21,43.64,
Washington,WA,53,1987,2.80,227.03,69.10,44.86,
Washington,WA,53,1988,5.93,240.50,73.20,47.52,
Washington,WA,53,1989,15.12,276.85,84.26,54.70,
Washington,WA,53,1990,18.68,328.56,100.00,64.92,
Washington,WA,53,1991,6.46,349.80,106.46,69.12,
Washington,WA,53,1992,2.89,359.91,109.54,71.11,
Washington,WA,53,1993,3.41,372.20,113.28,73.54,
Washington,WA,53,1994,4.06,387.33,117.89,76.53,
Washington,WA,53,1995,4.13,403.33,122.76,79.69,
Washington,WA,53,1996,2.59,413.76,125.93,81.75,
Washington,WA,53,1997,4.28,431.45,131.32,85.25,
Washington,WA,53,1998,5.52,455.26,138.56,89.95,
Washington,WA,53,1999,4.54,475.95,144.86,94.04,
Washington,WA,53,2000,6.34,506.10,154.04,100.00,
Washington,WA,53,2001,5.25,532.66,162.12,105.25,
Washington,WA,53,2002,3.70,552.39,168.12,109.15,
Washington,WA,53,2003,2.67,567.14,172.61,112.06,
Washington,WA,53,2004,8.86,617.36,187.90,121.98,
Washington,WA,53,2005,16.28,717.87,218.49,141.84,
Washington,WA,53,2006,15.24,827.29,251.79,163.46,
Washington,WA,53,2007,6.65,882.32,268.54,174.34,
Washington,WA,53,2008,-1.82,866.22,263.64,171.16,
Washington,WA,53,2009,-9.51,783.83,238.57,154.88,
Washington,WA,53,2010,-7.74,723.19,220.11,142.89,
Washington,WA,53,2011,-6.47,676.38,205.86,133.64,
Washington,WA,53,2012,-2.44,659.84,200.83,130.38,
Washington,WA,53,2013,4.80,691.55,210.48,136.64,
Washington,WA,53,2014,8.06,747.31,227.45,147.66,
Washington,WA,53,2015,7.14,800.70,243.70,158.21,
Washington,WA,53,2016,10.63,885.81,269.60,175.03,
Washington,WA,53,2017,10.08,975.07,296.77,192.66,
Washington,WA,53,2018,9.08,1063.60,323.72,210.15,
Washington,WA,53,2019,5.64,1123.61,341.98,222.01,
Washington,WA,53,2020,4.90,1178.65,358.73,232.89,
Washington,WA,53,2021,14.19,1345.91,409.64,265.94,
West Virginia,WV,54,1975,.,100.00,61.35,43.54,
West Virginia,WV,54,1976,1.16,101.16,62.06,44.04,
West Virginia,WV,54,1977,26.36,127.82,78.42,55.65,
West Virginia,WV,54,1978,2.64,131.19,80.49,57.11,
West Virginia,WV,54,1979,6.71,139.98,85.88,60.94,
West Virginia,WV,54,1980,13.79,159.28,97.73,69.35,
West Virginia,WV,54,1981,-1.09,157.55,96.66,68.59,
West Virginia,WV,54,1982,-20.06,125.95,77.27,54.83,
West Virginia,WV,54,1983,18.65,149.44,91.68,65.06,
West Virginia,WV,54,1984,-0.50,148.69,91.22,64.73,
West Virginia,WV,54,1985,-1.50,146.46,89.86,63.76,
West Virginia,WV,54,1986,3.58,151.71,93.08,66.05,
West Virginia,WV,54,1987,0.92,153.11,93.94,66.66,
West Virginia,WV,54,1988,0.90,154.48,94.78,67.25,
West Virginia,WV,54,1989,3.22,159.46,97.83,69.42,
West Virginia,WV,54,1990,2.21,162.99,100.00,70.96,
West Virginia,WV,54,1991,3.54,168.76,103.54,73.47,
West Virginia,WV,54,1992,3.05,173.91,106.70,75.71,
West Virginia,WV,54,1993,4.31,181.41,111.30,78.98,
West Virginia,WV,54,1994,5.23,190.89,117.11,83.10,
West Virginia,WV,54,1995,4.23,198.96,122.07,86.62,
West Virginia,WV,54,1996,3.42,205.77,126.24,89.58,
West Virginia,WV,54,1997,3.29,212.53,130.39,92.53,
West Virginia,WV,54,1998,3.42,219.80,134.86,95.69,
West Virginia,WV,54,1999,1.97,224.13,137.51,97.58,
West Virginia,WV,54,2000,2.48,229.70,140.93,100.00,
West Virginia,WV,54,2001,3.83,238.50,146.33,103.83,
West Virginia,WV,54,2002,2.32,244.03,149.72,106.24,
West Virginia,WV,54,2003,2.04,249.01,152.77,108.41,
West Virginia,WV,54,2004,5.30,262.21,160.88,114.16,
West Virginia,WV,54,2005,9.19,286.32,175.67,124.65,
West Virginia,WV,54,2006,5.18,301.16,184.77,131.11,
West Virginia,WV,54,2007,1.84,306.70,188.17,133.52,
West Virginia,WV,54,2008,-0.54,305.05,187.16,132.81,
West Virginia,WV,54,2009,-3.02,295.84,181.50,128.79,
West Virginia,WV,54,2010,-1.83,290.41,178.17,126.43,
West Virginia,WV,54,2011,-1.56,285.87,175.39,124.46,
West Virginia,WV,54,2012,-0.70,283.88,174.17,123.59,
West Virginia,WV,54,2013,1.37,287.78,176.56,125.29,
West Virginia,WV,54,2014,2.57,295.18,181.10,128.51,
West Virginia,WV,54,2015,1.76,300.37,184.28,130.77,
West Virginia,WV,54,2016,1.96,306.25,187.90,133.33,
West Virginia,WV,54,2017,0.93,309.10,189.64,134.57,
West Virginia,WV,54,2018,2.52,316.90,194.43,137.97,
West Virginia,WV,54,2019,2.09,323.51,198.48,140.84,
West Virginia,WV,54,2020,2.36,331.14,203.16,144.16,
West Virginia,WV,54,2021,7.87,357.19,219.15,155.51,
Wisconsin,WI,55,1975,.,100.00,47.31,29.22,
Wisconsin,WI,55,1976,3.55,103.55,48.99,30.25,
Wisconsin,WI,55,1977,14.95,119.03,56.31,34.78,
Wisconsin,WI,55,1978,15.94,137.99,65.28,40.32,
Wisconsin,WI,55,1979,11.23,153.49,72.61,44.85,
Wisconsin,WI,55,1980,4.23,159.98,75.68,46.74,
Wisconsin,WI,55,1981,-2.18,156.50,74.04,45.72,
Wisconsin,WI,55,1982,-2.04,153.30,72.52,44.79,
Wisconsin,WI,55,1983,8.90,166.95,78.98,48.78,
Wisconsin,WI,55,1984,0.95,168.53,79.73,49.24,
Wisconsin,WI,55,1985,2.25,172.32,81.52,50.35,
Wisconsin,WI,55,1986,2.34,176.35,83.43,51.52,
Wisconsin,WI,55,1987,1.61,179.18,84.77,52.35,
Wisconsin,WI,55,1988,6.15,190.20,89.98,55.57,
Wisconsin,WI,55,1989,5.95,201.53,95.34,58.88,
Wisconsin,WI,55,1990,4.89,211.38,100.00,61.76,
Wisconsin,WI,55,1991,4.27,220.40,104.27,64.39,
Wisconsin,WI,55,1992,3.95,229.10,108.38,66.94,
Wisconsin,WI,55,1993,4.50,239.41,113.26,69.95,
Wisconsin,WI,55,1994,6.88,255.87,121.05,74.76,
Wisconsin,WI,55,1995,7.84,275.94,130.55,80.62,
Wisconsin,WI,55,1996,3.64,286.00,135.30,83.56,
Wisconsin,WI,55,1997,4.57,299.07,141.48,87.38,
Wisconsin,WI,55,1998,2.88,307.69,145.56,89.90,
Wisconsin,WI,55,1999,4.54,321.65,152.17,93.98,
Wisconsin,WI,55,2000,6.41,342.26,161.92,100.00,
Wisconsin,WI,55,2001,5.15,359.90,170.26,105.15,
Wisconsin,WI,55,2002,3.86,373.80,176.84,109.22,
Wisconsin,WI,55,2003,3.27,386.03,182.62,112.79,
Wisconsin,WI,55,2004,7.41,414.62,196.15,121.14,
Wisconsin,WI,55,2005,8.18,448.55,212.20,131.05,
Wisconsin,WI,55,2006,3.50,464.25,219.63,135.64,
Wisconsin,WI,55,2007,1.09,469.30,222.02,137.12,
Wisconsin,WI,55,2008,-1.24,463.48,219.27,135.42,
Wisconsin,WI,55,2009,-3.80,445.87,210.94,130.27,
Wisconsin,WI,55,2010,-4.16,427.34,202.17,124.86,
Wisconsin,WI,55,2011,-3.23,413.54,195.64,120.83,
Wisconsin,WI,55,2012,-1.73,406.41,192.27,118.74,
Wisconsin,WI,55,2013,-0.18,405.66,191.91,118.52,
Wisconsin,WI,55,2014,1.69,412.53,195.16,120.53,
Wisconsin,WI,55,2015,2.78,424.01,200.59,123.89,
Wisconsin,WI,55,2016,4.00,440.97,208.62,128.84,
Wisconsin,WI,55,2017,5.06,463.30,219.18,135.36,
Wisconsin,WI,55,2018,5.49,488.72,231.21,142.79,
Wisconsin,WI,55,2019,4.69,511.67,242.06,149.50,
Wisconsin,WI,55,2020,2.50,524.45,248.11,153.23,
Wisconsin,WI,55,2021,9.81,575.88,272.44,168.26,
Wyoming,WY,56,1975,.,100.00,55.84,33.23,
Wyoming,WY,56,1976,16.46,116.46,65.03,38.70,
Wyoming,WY,56,1977,14.60,133.46,74.52,44.35,
Wyoming,WY,56,1978,14.94,153.40,85.65,50.98,
Wyoming,WY,56,1979,22.60,188.06,105.01,62.50,
Wyoming,WY,56,1980,5.96,199.27,111.27,66.23,
Wyoming,WY,56,1981,13.31,225.80,126.08,75.04,
Wyoming,WY,56,1982,1.42,229.02,127.87,76.11,
Wyoming,WY,56,1983,-7.52,211.79,118.25,70.39,
Wyoming,WY,56,1984,-6.00,199.08,111.16,66.16,
Wyoming,WY,56,1985,-3.47,192.18,107.30,63.87,
Wyoming,WY,56,1986,-0.28,191.64,107.00,63.69,
Wyoming,WY,56,1987,-8.58,175.21,97.83,58.23,
Wyoming,WY,56,1988,-8.23,160.79,89.78,53.44,
Wyoming,WY,56,1989,4.64,168.25,93.95,55.92,
Wyoming,WY,56,1990,6.44,179.10,100.00,59.52,
Wyoming,WY,56,1991,5.91,189.69,105.91,63.04,
Wyoming,WY,56,1992,5.42,199.97,111.65,66.46,
Wyoming,WY,56,1993,7.34,214.64,119.84,71.33,
Wyoming,WY,56,1994,8.38,232.61,129.88,77.31,
Wyoming,WY,56,1995,9.00,253.56,141.57,84.27,
Wyoming,WY,56,1996,3.92,263.49,147.12,87.57,
Wyoming,WY,56,1997,3.27,272.11,151.94,90.43,
Wyoming,WY,56,1998,2.98,280.22,156.46,93.13,
Wyoming,WY,56,1999,2.36,286.84,160.16,95.33,
Wyoming,WY,56,2000,4.90,300.90,168.01,100.00,
Wyoming,WY,56,2001,5.64,317.86,177.48,105.64,
Wyoming,WY,56,2002,5.51,335.37,187.26,111.46,
Wyoming,WY,56,2003,4.91,351.84,196.45,116.93,
Wyoming,WY,56,2004,8.70,382.47,213.55,127.11,
Wyoming,WY,56,2005,11.50,426.44,238.11,141.72,
Wyoming,WY,56,2006,12.16,478.29,267.06,158.95,
Wyoming,WY,56,2007,9.14,522.02,291.47,173.49,
Wyoming,WY,56,2008,2.06,532.79,297.49,177.07,
Wyoming,WY,56,2009,-2.41,519.94,290.31,172.80,
Wyoming,WY,56,2010,-3.54,501.53,280.03,166.68,
Wyoming,WY,56,2011,-1.57,493.65,275.63,164.06,
Wyoming,WY,56,2012,1.02,498.68,278.44,165.73,
Wyoming,WY,56,2013,2.23,509.81,284.65,169.43,
Wyoming,WY,56,2014,3.43,527.32,294.43,175.25,
Wyoming,WY,56,2015,3.09,543.64,303.54,180.67,
Wyoming,WY,56,2016,1.91,554.00,309.33,184.11,
Wyoming,WY,56,2017,1.53,562.49,314.07,186.94,
Wyoming,WY,56,2018,3.52,582.27,325.12,193.51,
Wyoming,WY,56,2019,4.36,607.64,339.28,201.94,
Wyoming,WY,56,2020,3.72,630.24,351.90,209.45,
Wyoming,WY,56,2021,9.36,689.26,384.85,229.07,
